,juso,경도,위도
2292,서울특별시 종로구 북촌로 134-1 (삼청동),126.983451162,37.587699990
2293,경기도 양평군 강하면 왕충능곡길 6-24,127.394863038,37.475784477
2294,인천광역시 남동구 논고개로 258-1 (도림동),126.727466532,37.413426903
2295,전라남도 영광군 묘량면 묘량로 90-14,126.535591766,35.242136846
2296,대전광역시 동구 달기장2길 53 (판암동),127.450121200,36.324397302
2297,인천광역시 강화군 내가면 중앙로 1200,126.391041663,37.704611546
2298,경기도 의정부시 호암로 191-291 (호원동),127.033838790,37.716854773
2299,경상남도 김해시 가야로 311-32 (구산동),128.878338503,35.250596537
2300,경상북도 청송군 주왕산면 얼음골로 1234-21,129.197860121,36.311429427
2301,부산광역시 동구 안창로77번길 24 (범일동),129.040539223,35.144024212
2302,전라남도 진도군 조도면 진목도갈목길 16,125.946097317,34.306176842
2303,전라북도 전주시 완산구 군자길 37-10 (석구동),127.132324148,35.774072898
2304,경상남도 진주시 예술촌길 18 (판문동),128.035655273,35.189297421
2305,경상북도 고령군 개진면 옥도길 26,128.396665444,35.704209750
2306,경상남도 거창군 거창읍 성터길 91-32,127.913636861,35.696317486
2307,전라북도 군산시 나포면 입점고분길 21,126.860078398,36.040535527
2308,광주광역시 서구 불암길 17 (서창동),126.830768695,35.111423708
2309,서울특별시 강북구 덕릉로36길 22-8 (미아동),127.028222514,37.633588468
2310,경상북도 영천시 북안면 원당골길 78-26,129.001909493,35.873356345
2311,"인천광역시 계양구 길마로 87 (효성동, 현대아트빌리지)",126.715538795,37.534018795
2312,인천광역시 강화군 불은면 고능로98번길 31-61,126.505336273,37.692953558
2313,전라남도 함평군 해보면 해보월현길 114-66,126.570310808,35.170363873
2314,경상남도 밀양시 삼랑진읍 율동4길 162-51,128.861387702,35.422356137
2315,전라남도 보성군 복내면 용전길 51-9,127.142611870,34.887521106
2316,전라남도 완도군 노화읍 어룡도길 7,126.476546170,34.287361720
2317,대전광역시 유성구 수통골로 47 (덕명동),127.288169317,36.345044778
2318,대전광역시 유성구 둔곡달전로 19 (둔곡동),127.358552463,36.457940029
2319,전라남도 화순군 동면 복림길 60-2,127.082233376,35.049523038
2320,전라북도 완주군 고산면 고산천로 475,127.192999110,35.976130064
2321,경상남도 합천군 가야면 가야산로 1052-6,128.139993750,35.757675746
2322,전라남도 신안군 임자면 전장포길 358,126.117480599,35.111672107
2323,인천광역시 연수구 계림로57번길 21 (청학동),126.667398844,37.429301892
2324,제주특별자치도 제주시 조천읍 남조로 1660,126.682321310,33.419656407
2325,광주광역시 광산구 평동금곡길 15 (연산동),126.748349776,35.115871099
2326,경상북도 경주시 문천길 176 (인왕동),129.233952403,35.820513043
2327,전라남도 신안군 압해읍 무지개길 390-6,126.247995754,34.846829773
2328,부산광역시 해운대구 우동3로 94 (우동),,
2329,울산광역시 울주군 두서면 구량차리로 412-35,129.114969520,35.641862226
2330,경상북도 청송군 주왕산면 주왕산로 589-19,129.118976700,36.381412254
2331,전라남도 신안군 지도읍 태이길 198,126.233447589,35.023665875
2332,경상북도 안동시 남후면 남일로 1233-5,128.669913302,36.532010062
2333,부산광역시 해운대구 해운대로383번가길 39-13 (우동),129.140922954,35.172311433
2334,부산광역시 연제구 묘봉산로 53-2 (연산동),129.092484512,35.182552546
2335,울산광역시 동구 쇠평길 33-1 (동부동),129.427305132,35.553823395
2336,경상남도 창원시 마산회원구 봉암북14길 14 (봉암동),128.605917560,35.218239303
2337,경상남도 창원시 마산회원구 봉암북14길 14 (봉암동),128.605917560,35.218239303
2338,전라남도 완도군 완도읍 청해진서로 160,126.742710687,34.304280600
2339,경상남도 사천시 남일로 310 (사등동),128.109508908,34.929403213
2340,경상남도 의령군 칠곡면 한티로 256,128.152015063,35.361238703
2341,경상남도 창원시 마산합포구 서원곡1길 220 (교방동),128.551930073,35.208940695
2342,전라남도 장흥군 장평면 고정길 53-128,127.017566910,34.801467104
2343,경상남도 고성군 동해면 용정4길 11,128.478106803,35.025052715
2344,경상남도 통영시 광도면 용호로 438-38,128.386559852,34.879979368
2345,부산광역시 기장군 일광읍 일광로 61-19,129.230934627,35.263404277
2346,강원도 홍천군 서석면 구룡령로 2559-3,128.189572565,37.711183664
2347,인천광역시 중구 대무의로 26-1 (무의동),126.413867470,37.408818666
2348,충청남도 천안시 동남구 목천읍 천정2길 93,127.208094227,36.759986582
2349,경상남도 의령군 봉수면 국사봉길 113,128.261005416,35.492335984
2350,부산광역시 금정구 중앙대로2349번길 3 (노포동),129.099828577,35.293669281
2351,전라남도 장흥군 용산면 원기길 35,126.941666230,34.587975288
2352,충청북도 보은군 보은읍 송산2길 5,127.737259782,36.481400975
2353,부산광역시 부산진구 성지로143번길 27 (초읍동),129.048913700,35.180019238
2354,전라남도 장성군 북하면 용두길 14,126.881665594,35.399732709
2355,전라남도 강진군 도암면 월하2길 145,126.712339024,34.537001000
2356,경상남도 김해시 가야로 311-30 (구산동),128.877830112,35.250221148
2357,,,
2358,경상남도 창원시 마산합포구 구산면 구복길 206,128.575102156,35.066926144
2359,경상남도 창원시 마산회원구 내서읍 함마대로 2640,128.503102067,35.259686056
2360,부산광역시 동래구 금샘로7번길 43 (온천동),129.074830184,35.224982299
2361,전라북도 고창군 고창읍 호암길 20-6,126.669812511,35.461855391
2362,광주광역시 남구 덕남2길 20-22 (덕남동),126.901634230,35.083868803
2363,전라남도 영광군 백수읍 길용길 190,126.420508872,35.311938865
2364,경상남도 사천시 곤명면 경서대로 3361,127.975855628,35.126869571
2365,부산광역시 영도구 절영로 319 (동삼동),129.054072736,35.073488635
2366,인천광역시 중구 마장포로 7-11 (중산동),126.551714172,37.507838564
2367,전라남도 신안군 흑산면 예리1길 68-12,125.445741470,34.684815211
2368,충청북도 음성군 감곡면 가곡로 297-29,127.676575765,37.115889144
2369,울산광역시 동구 등대로 80-28 (일산동),129.436457934,35.488342552
2370,경상북도 성주군 대가면 용흥1길 102,128.253441915,35.919910139
2371,부산광역시 금정구 공해2길 41 (금성동),129.055888198,35.242746011
2372,부산광역시 금정구 중앙대로 2128-6 (청룡동),129.093285099,35.274214926
2373,경상남도 합천군 대병면 대지3길 50,127.971011329,35.531098183
2374,경상남도 진주시 미천면 오방로487번길 18-41,128.126464284,35.286875770
2375,"울산광역시 동구 남목11길 21 (서부동, 낙원빌라)",129.424906995,35.543355844
2376,부산광역시 사하구 두송로144번길 67-2 (다대동),128.982793585,35.070566048
2377,경상북도 봉화군 법전면 감의길 136,128.923613600,36.889361452
2378,경상북도 울진군 평해읍 백암온천로 2179-40,129.413964456,36.729933888
2379,경상남도 통영시 욕지면 십리골길 258,128.354337335,34.642630431
2380,울산광역시 울주군 상북면 배내로 1468,129.023870875,35.568316432
2381,울산광역시 울주군 온양읍 원동1길 15-11,129.292089753,35.457326021
2382,서울특별시 양천구 신정로5길 31 (신정동),126.833977505,37.508397934
2383,대구광역시 남구 고산3길 93 (봉덕동),128.595874806,35.820341845
2384,,,
2385,부산광역시 해운대구 반송순환로 100-16 (반송동),129.156109578,35.217510675
2386,부산광역시 기장군 정관읍 가동옛길 14-24,129.180836055,35.332062585
2387,경상남도 밀양시 삼랑진읍 율동4길 162-57,128.861849358,35.422327651
2388,경상남도 창원시 의창구 동읍 동읍로 959-64,128.663420301,35.340145257
2389,경상남도 거창군 웅양면 신기촌길 137-245,127.897252977,35.867451814
2390,전라남도 순천시 서면 매천로 61-4,127.514877204,34.989147799
2391,대구광역시 달성군 가창면 가창동로 311,128.673613336,35.773367829
2392,부산광역시 금정구 금강로279번길 92 (장전동),129.084232700,35.235846318
2393,경상북도 영천시 대창면 효일길 77-12,128.919216813,35.850187287
2394,경상북도 경산시 와촌면 강학길 103,128.775666068,35.951817387
2395,강원도 고성군 간성읍 흘리령1길 60,128.385093458,38.286097664
2396,경상북도 영양군 수비면 우천길 61,129.202627671,36.733500466
2397,,,
2398,부산광역시 해운대구 장산로 331-216 (좌동),129.161172710,35.195356105
2399,울산광역시 울주군 언양읍 태기길 44-35,129.138432628,35.585824175
2400,"대전광역시 동구 대전로304번길 30 (대성동, 동남주택)",127.462459492,36.295873344
2401,경상북도 문경시 호계면 가섭길 402,128.184524243,36.677578583
2402,경상북도 포항시 남구 연일읍 남성길1번길 138-15,129.341608964,35.972082847
2403,충청남도 아산시 염치읍 현대로 96-20,126.962749140,36.820171399
2404,부산광역시 기장군 정관읍 병산로 40-1,129.173213673,35.336274890
2405,경상북도 포항시 남구 오천읍 철강로830번길 82,129.423361644,35.957685488
2406,전라북도 익산시 삼기면 석기길 55,126.997536546,36.014679964
2407,경상남도 창원시 의창구 동읍 동읍로1187번길 29-17,128.649155583,35.354023198
2408,강원도 정선군 신동읍 의림로 262,128.644566837,37.215048165
2409,충청남도 보령시 웅천읍 가라티2길 26-1,126.577635536,36.223278360
2410,강원도 고성군 간성읍 흘리령1길 60,128.385093458,38.286097664
2411,경상북도 봉화군 춘양면 학산길 190-3,128.896871460,36.943697074
2412,충청남도 예산군 신암면 예림길 36-3,126.788846109,36.752813329
2413,경상남도 밀양시 단장면 동화4길 133,128.894369378,35.512082395
2414,충청남도 예산군 신암면 신택2길 7-24,126.812357284,36.765668428
2415,,,
2416,전라남도 나주시 내동길 32-2 (송월동),126.711725887,35.012545490
2417,광주광역시 광산구 노안삼도로 979 (삼도동),126.680608829,35.126278513
2418,울산광역시 북구 대안1길 167 (대안동),129.425381560,35.646703718
2419,경상북도 구미시 금오산로 434-1 (남통동),128.298799056,36.106216980
2420,충청북도 청주시 상당구 미원면 구방3길 27-3,127.709531735,36.679622001
2421,전라북도 남원시 동도5길 26 (도통동),,
2422,경상남도 진주시 명석면 가화로 434,127.996596975,35.218026621
2423,강원도 평창군 방림면 평창대로 51,128.420387786,37.435754489
2424,경상북도 영주시 풍기읍 삼가로 682-24,128.504514322,36.940126564
2425,울산광역시 북구 관문길 214 (천곡동),129.316413417,35.652666690
2426,강원도 인제군 남면 무학길 301,128.006932147,37.953804424
2427,울산광역시 울주군 온산읍 상회2길 11-4,129.314867261,35.408503987
2428,울산광역시 북구 관문길 214 (천곡동),129.316413417,35.652666690
2429,강원도 인제군 상남면 가산동길 144-19,128.300774717,37.904656432
2430,강원도 강릉시 왕산면 재리니길 181,128.807445691,37.656894295
2431,부산광역시 사상구 사상로 165 (괘법동),128.985621694,35.160370866
2432,대구광역시 남구 고산3길 93 (봉덕동),128.595874806,35.820341845
2433,부산광역시 서구 꽃마을로169번길 37 (서대신동3가),129.006112293,35.129430546
2434,충청남도 서산시 오산6길 14 (오남동),126.485266281,36.754544676
2435,강원도 정선군 고한읍 함백산로 1596,128.875691136,37.190912917
2436,경상남도 함양군 지곡면 봉곡안길 12-6,127.774579948,35.602693641
2437,강원도 원주시 호저면 평천1길 24-23,127.923745057,37.424131310
2438,대구광역시 남구 고산3길 93 (봉덕동),128.595874806,35.820341845
2439,전라북도 익산시 지아골1길 73-4 (덕기동),127.034927122,35.984981663
2440,전라북도 장수군 계남면 음신길 58-46,127.562405025,35.680214554
2441,광주광역시 광산구 어등대로533번길 62-11 (운수동),126.783298092,35.158025088
2442,,,
2443,전라남도 장성군 북이면 갈재로 414,126.801556939,35.461211014
2444,전라북도 고창군 공음면 남동길 69,126.508051881,35.390996584
2445,부산광역시 기장군 장안읍 구기길 40-18,129.266187747,35.334434143
2446,인천광역시 계양구 다남로143번길 40 (다남동),126.723593885,37.567636533
2447,경상북도 영천시 대창면 금박로 739,128.864159926,35.875177575
2448,전라남도 장흥군 안양면 주교비동로 138-94,126.969953046,34.670769683
2449,인천광역시 서구 드림로305번길 45 (당하동),126.670935272,37.587690968
2450,충청북도 제천시 봉양읍 용두대로45길 52-24,128.128334357,37.144067129
2451,충청남도 보령시 강당길 15 (신흑동),126.527429376,36.333830448
2452,부산광역시 부산진구 양정로 62 (양정동),129.076828191,35.170093187
2453,부산광역시 기장군 일광읍 화용길 299-106,129.185293350,35.302598306
2454,대전광역시 유성구 은구비로136번안길 45 (죽동),127.330127959,36.380929579
2455,충청북도 청주시 청원구 2순환로 100 (율량동),127.511980748,36.671963585
2456,대전광역시 유성구 관용로63번길 30 (관평동),127.384197407,36.415173076
2457,전라남도 영광군 군서면 함영로7길 140,126.509117151,35.250341533
2458,광주광역시 광산구 무진대로 31 (운수동),126.774590161,35.160544119
2459,전라남도 영광군 군남면 봉덕로9길 60-26,126.413749524,35.244367305
